type,country,year,month,day,cal_case,cal_death,suspect,new_case,new_death
H1N1,United Kingdom,2009,5,25,122,0,,5,0
H1N1,United Kingdom,2009,6,1,229,0,,26,0
H1N1,United Kingdom,2009,6,8,557,0,,129,0
H1N1,United Kingdom,2009,6,15,1226,0,,404,0
H1N1,United Kingdom,2009,6,22,2506,1,,754,0
H1N1,United Kingdom,2009,6,29,4250,1,,653,0
H1N1,United Kingdom,2009,7,6,7447,3,,0,0
,,,,,,,,,
,,,,,,,,,
