type,country,year,month,day,cal_case,cal_death,suspect,new_case,new_death
H1N1,China,2009,5,18,6,0,,1,0
H1N1,China,2009,5,25,15,0,,4,0
H1N1,China,2009,6,1,52,0,,22,0
H1N1,China,2009,6,8,108,0,,19,0
H1N1,China,2009,6,15,318,0,,130,0
H1N1,China,2009,6,22,739,0,,220,0
H1N1,China,2009,6,29,1442,0,,353,0
H1N1,China,2009,7,6,2040,0,,226,0
